measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,metric_id,metric_name,year,val,upper,lower
44,Population,1,Global,3,Both,157,25+ years,1,Number,1990,2588271229.459883,2646984181.259332,2535974358.906571
44,Population,1,Global,3,Both,157,25+ years,1,Number,1991,2650018616.1257725,2712398937.4217143,2593493449.8684196
44,Population,1,Global,3,Both,157,25+ years,1,Number,1992,2711902718.21168,2780832249.1980333,2649983634.514162
44,Population,1,Global,3,Both,157,25+ years,1,Number,1993,2773643958.43288,2849728394.3945537,2705098407.9192677
44,Population,1,Global,3,Both,157,25+ years,1,Number,1994,2834228787.737733,2917812706.241516,2761063796.157188
44,Population,1,Global,3,Both,157,25+ years,1,Number,1995,2894169114.7314973,2985158467.8196645,2814254254.414923
44,Population,1,Global,3,Both,157,25+ years,1,Number,1996,2954137771.8039064,3044658211.97208,2871587259.2273107
44,Population,1,Global,3,Both,157,25+ years,1,Number,1997,3014247830.821992,3100006305.495792,2929620623.1207843
44,Population,1,Global,3,Both,157,25+ years,1,Number,1998,3074266991.9791455,3157844182.958762,2996056802.425244
44,Population,1,Global,3,Both,157,25+ years,1,Number,1999,3133571647.713563,3208645971.4080105,3061745394.452779
44,Population,1,Global,3,Both,157,25+ years,1,Number,2000,3192510441.2902246,3265054937.9530478,3122034880.903069
44,Population,1,Global,3,Both,157,25+ years,1,Number,2001,3251457347.2170157,3328252130.172573,3182289043.294343
44,Population,1,Global,3,Both,157,25+ years,1,Number,2002,3311313534.3520126,3394677582.2343235,3233022762.682768
44,Population,1,Global,3,Both,157,25+ years,1,Number,2003,3372534000.879108,3460357861.4414344,3289281911.733369
44,Population,1,Global,3,Both,157,25+ years,1,Number,2004,3435443114.3465137,3529326418.436011,3343142510.672919
44,Population,1,Global,3,Both,157,25+ years,1,Number,2005,3501616501.5924616,3606854241.4455495,3403489719.2090387
44,Population,1,Global,3,Both,157,25+ years,1,Number,2006,3568573377.9546804,3676493429.2008915,3466738187.4469595
44,Population,1,Global,3,Both,157,25+ years,1,Number,2007,3637786200.0805717,3738768706.6529384,3541374098.1044245
44,Population,1,Global,3,Both,157,25+ years,1,Number,2008,3709333618.826909,3802263652.419726,3620798623.42777
44,Population,1,Global,3,Both,157,25+ years,1,Number,2009,3784388835.416359,3870535809.0244355,3700621377.996477
44,Population,1,Global,3,Both,157,25+ years,1,Number,2010,3861960620.658386,3945230133.286711,3783097113.2887883
44,Population,1,Global,3,Both,157,25+ years,1,Number,2011,3939572923.629579,4029978463.5144105,3855434978.7610826
44,Population,1,Global,3,Both,157,25+ years,1,Number,2012,4018174747.462705,4115539331.2262096,3925312675.7502637
44,Population,1,Global,3,Both,157,25+ years,1,Number,2013,4097466248.8709974,4205736516.072664,3994894690.993824
44,Population,1,Global,3,Both,157,25+ years,1,Number,2014,4176177661.74999,4295685856.766961,4062891481.333972
44,Population,1,Global,3,Both,157,25+ years,1,Number,2015,4253969091.828094,4380726837.220488,4133145268.114414
44,Population,1,Global,3,Both,157,25+ years,1,Number,2016,4327659632.113293,4457000990.11099,4203328948.2414775
44,Population,1,Global,3,Both,157,25+ years,1,Number,2017,4399736285.043688,4526177173.460561,4279348151.5272784
44,Population,1,Global,3,Both,157,25+ years,1,Number,2018,4469668687.843035,4592275671.925801,4354032992.599406
44,Population,1,Global,3,Both,157,25+ years,1,Number,2019,4538907054.569826,4662361781.64726,4422460680.247669
44,Population,1,Global,3,Both,157,25+ years,1,Number,2020,4604995081.162228,4729280958.643792,4481958067.239616
44,Population,1,Global,3,Both,157,25+ years,1,Number,2021,4666242312.400275,4804750499.027763,4532867921.909926
